uid,uname,category,guard_event_count,guard_count_sum,max_level,is_blacklist,is_510_return,is_broad_return_exclusive,is_window_new,first_seen_text,last_pre_return_text,as_active_count_after_source
14232232,Kimxxeric,kg,3,3,3,0,0,0,1,2025-12-10 14:55,,37
100873340,然然今晚摘月亮,黑名单长期观众,2,2,3,1,0,0,0,,,0
108636360,热心网友103,510回旋,2,2,3,0,1,0,0,2022-03-27 19:50,2022-03-27 19:50,20
11471579,香草星光熠熠,黑名单长期观众,2,2,3,1,0,0,0,,,0
158554500,雪裡已知春信至,kg,2,2,3,0,0,0,1,2026-01-16 11:54,,14
1605210156,嘉然今天学分布式系统,黑名单长期观众,2,2,3,1,0,0,0,,,0
1738765,幸运的钢板,kg,2,2,3,0,0,0,1,2025-12-15 21:00,,6
177522,朱雀之南明离火,黑名单长期观众,2,2,3,1,0,0,0,,,0
19810744,Nanoic,kg,2,2,3,0,0,0,1,2026-01-09 13:53,,19
25293327,你好会啊69,kg,2,2,3,0,0,0,1,2025-12-28 17:00,,27
27784301,舊巷裡的少年郎,广义回旋,2,2,3,0,0,1,0,2022-03-26 19:50,2022-12-11 19:50,0
340226569,貝極心,510回旋,2,2,3,0,1,0,0,2022-05-20 19:45,2022-05-20 19:45,46
351892799,新兰永恒yiz,黑名单长期观众,2,2,3,1,0,0,0,,,0
3546954478913813,奶焙夹心糖,kg,2,2,3,0,0,0,1,,,0
372318244,小鳥のお菓子,kg,2,2,3,0,0,0,1,2026-03-01 16:50,,0
383688763,糖心嘉然,黑名单长期观众,2,2,3,1,0,0,0,,,0
384012662,酒而酒之_,kg,2,2,3,0,0,0,1,2025-12-13 23:55,,89
39153568,双马尾钻头,黑名单长期观众,2,2,3,1,0,0,0,,,0
430242443,病娇给我一刀,kg,2,2,3,0,0,0,1,2025-12-28 17:00,,14
454364643,variable_Z,黑名单长期观众,2,2,3,1,0,0,0,,,0
477930207,月见星汐zur,kg,2,2,3,0,0,0,1,2025-12-21 16:54,,50
59470809,今天我超酷的,kg,2,2,3,0,0,0,1,2025-12-15 21:00,,84
5977358,共鸣星之语,黑名单长期观众,2,2,3,1,0,0,0,,,0
7162303,无泪自殇,kg,2,2,3,0,0,0,0,2022-02-04 19:50,2023-03-25 20:50,0
8202239,请假8小时01分,黑名单长期观众,2,2,3,1,0,0,0,,,0
1000329431,嵩托草枪,黑名单长期观众,1,1,3,1,0,0,0,,,0
100035374,_糯米糍粑麻糬_,黑名单长期观众,1,1,3,1,0,0,0,,,0
10006434,千夏Thaumiel,510回旋,1,1,3,0,1,0,0,2022-04-27 18:40,2022-05-11 19:50,0
10006737,zdmsg,kg,1,1,3,0,0,0,1,,,0
10014634,大头胖胖羊,kg,1,1,3,0,0,0,1,2026-02-06 11:51,,0
100157283,糯早大魔王,黑名单长期观众,1,1,3,1,0,0,0,,,0
100188168,王小明p,kg,1,1,3,0,0,0,1,,,0
10019623,_忍野忍_,kg,1,1,3,0,0,0,1,2026-03-03 19:50,,0
1002663422,塔奇不克玛,黑名单长期观众,1,1,3,1,0,0,0,,,0
10027984,基尔伯特丶伊芙嘉登,黑名单长期观众,1,1,3,1,0,0,0,,,0
10034871,云の鯨,广义回旋,1,1,3,0,0,1,0,2022-02-04 19:50,2025-05-28 20:50,24
10037269,锁楼锁宅锁西门,kg,1,1,3,0,0,0,1,2026-01-15 20:51,,0
100376793,n70今天也没钱,黑名单长期观众,1,1,3,1,0,0,0,,,0
100384147,小莫alter,kg,1,1,3,0,0,0,1,2026-01-08 20:50,,0
100393360,-嘉然可爱捏,kg,1,1,3,0,0,0,0,2024-09-01 11:00,2024-09-01 11:00,0
100420053,也许是个奶淇琳,黑名单长期观众,1,1,3,1,0,0,0,,,0
10044859,Samarium今天吃什么,广义回旋,1,1,3,0,0,1,0,2022-04-22 19:50,2022-12-11 19:50,0
100449302,白诺子哈哈,黑名单长期观众,1,1,3,1,0,0,0,,,0
100456524,何家幹,黑名单长期观众,1,1,3,1,0,0,0,,,0
100459603,一长串字符,kg,1,1,3,0,0,0,0,2022-03-31 18:40,2022-03-31 19:53,0
100490188,噗尼掉下来,510回旋,1,1,3,0,1,0,0,2022-02-04 19:50,2022-04-22 19:50,0
100490503,望乡余,510回旋,1,1,2,0,1,0,0,2022-03-27 19:50,2022-05-11 19:50,0
10050975,纳纳鼠,广义回旋,1,1,3,0,0,1,0,2022-08-26 19:50,2024-08-24 10:50,0
10051802,来自夜航星,kg,1,1,3,0,0,0,0,2022-10-28 19:51,2022-10-28 19:51,0
100523873,rainantier,黑名单长期观众,1,1,3,1,0,0,0,,,0
100532293,不灭owo,黑名单长期观众,1,1,3,1,0,0,0,,,0
10053592,酥饼不好恰,kg,1,1,3,0,0,0,1,2025-12-25 21:02,,8
1005629375,绝了呵呵呵,kg,1,1,3,0,0,0,1,2026-03-06 11:52,,0
100563908,你说谁是拉露恩,kg,1,1,3,0,0,0,1,2025-12-11 13:54,,1
1005699080,幻风200,黑名单长期观众,1,1,3,1,0,0,0,,,0
100611041,小C仙尊,黑名单长期观众,1,1,3,1,0,0,0,,,0
1006598372,天之回响u,kg,1,1,3,0,0,0,1,2025-12-21 16:54,,71
100694286,紫薯味布丁,kg,1,1,3,0,0,0,1,2026-02-26 14:25,,0
1007042669,幻海云镜,kg,1,1,3,0,0,0,1,2026-01-18 13:50,,1
10070735,一只马户,kg,1,1,3,0,0,0,1,,,0
100710293,夜见之瞳丶,kg,1,1,3,0,0,0,0,2022-02-04 19:50,2022-04-29 19:50,0
100712567,碧雨梨花,黑名单长期观众,1,1,3,1,0,0,0,,,0
10073475,孤辰kira,广义回旋,1,1,3,0,0,1,0,2023-02-22 19:50,2023-02-22 19:50,1
10074431,mztkv,kg,1,1,3,0,0,0,1,2025-12-17 17:56,,77
10076976,迷途枫,kg,1,1,3,0,0,0,1,2025-12-10 19:20,,111
10077121,分难发难解,kg,1,1,3,0,0,0,1,,,0
100771748,通途游,kg,1,1,3,0,0,0,1,,,0
10077603,桃濑弥月家今天的饭,kg,1,1,3,0,0,0,1,2025-12-20 19:50,,0
100806276,TEMPESTzZ,kg,1,1,3,0,0,0,1,2026-02-23 13:57,,4
10081759,学生会长天爱星,kg,1,1,3,0,0,0,0,2022-04-22 19:50,2024-01-24 20:59,0
100845395,物神麦克斯韦,黑名单长期观众,1,1,3,1,0,0,0,,,0
10085564,屋顶上的疯子,黑名单长期观众,1,1,3,1,0,0,0,,,0
10087046,恐怖五角星怪兽,黑名单长期观众,1,1,3,1,0,0,0,,,0
100876232,回家的路上小心,510回旋,1,1,3,0,1,0,0,2022-03-10 18:40,2022-06-01 21:01,0
1008769087,bili_11145983363,kg,1,1,3,0,0,0,1,,,0
10094222,神圣献祭-,广义回旋,1,1,3,0,0,1,0,2022-05-07 19:50,2022-12-11 19:50,3
100990262,冷凝绝丶,kg,1,1,3,0,0,0,0,2022-02-26 19:50,2022-12-11 19:50,0
100993868,檀青寺,kg,1,1,3,0,0,0,1,2026-02-14 21:05,,0
10099493,无尽五月,kg,1,1,3,0,0,0,1,2025-12-09 13:55,,15
10100478,三无的哔哩哔哩酱,黑名单长期观众,1,1,3,1,0,0,0,,,0
101134765,雁断天月,黑名单长期观众,1,1,3,1,0,0,0,,,0
101159155,莫羽青,黑名单长期观众,1,1,3,1,0,0,0,,,0
10118553,心宜今天偷什么,广义回旋,1,1,3,0,0,1,0,2025-03-31 19:51,2025-05-03 19:50,0
101204311,地脉花,510回旋,1,1,3,0,1,0,0,2022-03-25 19:50,2022-03-25 19:50,2
101240817,夜魇霜华,kg,1,1,3,0,0,0,1,,,0
101277895,暮雪河,黑名单长期观众,1,1,3,1,0,0,0,,,0
101283268,Ka苏米,黑名单长期观众,1,1,3,1,0,0,0,,,0
1012877176,AC娘Channel,黑名单长期观众,1,1,3,1,0,0,0,,,0
10132239,超级大烧饼1,kg,1,1,3,0,0,0,1,2025-12-26 18:26,,3
10133117,原地等待的白矛,黑名单长期观众,1,1,3,1,0,0,0,,,0
101352528,TNt1oN,kg,1,1,3,0,0,0,0,2022-03-27 19:50,2022-03-27 19:50,0
101354714,湊友希那丿,kg,1,1,3,0,0,0,1,2025-12-10 14:55,,45
101370877,名字太长已被屏蔽,kg,1,1,3,0,0,0,1,2026-02-14 19:57,,0
10149740,乐乐今天吃什么,kg,1,1,3,0,0,0,1,2025-12-23 17:56,,7
10158886,unpluto,kg,1,1,3,0,0,0,1,,,0
10162321,溏-柒-柒,kg,1,1,3,0,0,0,1,2026-01-18 13:50,,0
101673684,未见霞辉如念初,黑名单长期观众,1,1,3,1,0,0,0,,,0
101677250,晚上吃什么捏QAQ,kg,1,1,3,0,0,0,1,,,0
1017072156,Oceeart,广义回旋,1,1,3,0,0,1,0,2022-12-11 19:50,2025-04-23 19:22,0
101745088,ZD0202,kg,1,1,3,0,0,0,1,,,0
1019172831,於菟オトooo,kg,1,1,3,0,0,0,1,2025-12-09 13:55,,48
10196921,有点方的疋月,kg,1,1,3,0,0,0,1,2025-12-21 16:54,,5
101975474,贫道丿小明,黑名单长期观众,1,1,3,1,0,0,0,,,0
1019964158,1031115,kg,1,1,3,0,0,0,1,2025-12-11 13:54,,60
102027460,玖拾丶z,kg,1,1,3,0,0,0,1,,,0
102048420,已北酱,kg,1,1,3,0,0,0,1,2026-01-03 16:51,,6
10212698,花宫倾,kg,1,1,3,0,0,0,1,2026-02-11 17:49,,1
102143594,锖--兔--,kg,1,1,3,0,0,0,1,2026-02-11 17:49,,1
102174,ffggyju1,kg,1,1,3,0,0,0,1,,,0
102278303,大爱邓肯,kg,1,1,3,0,0,0,0,2022-06-01 21:01,2022-06-01 21:01,0
102285370,充气大胖,黑名单长期观众,1,1,3,1,0,0,0,,,0
102287224,五子棋又,kg,1,1,3,0,0,0,1,2026-01-08 20:50,,1
102324746,那微笑很甜,黑名单长期观众,1,1,3,1,0,0,0,,,0
102333503,贝拉兔的休眠日志,kg,1,1,3,0,0,0,1,2026-01-16 19:50,,26
102370816,Acrystals,黑名单长期观众,1,1,3,1,0,0,0,,,0
1024118074,万苍Cancer,kg,1,1,3,0,0,0,1,2025-12-11 13:54,,20
102417158,寻觅光芒的贝极星,黑名单长期观众,1,1,3,1,0,0,0,,,0
10242426,易凝雪_OCproject,kg,1,1,3,0,0,0,1,2025-12-28 17:00,,9
102448337,dpdg,kg,1,1,3,0,0,0,0,2024-08-24 10:50,2025-04-05 22:22,0
102495349,超级琳嘉,kg,1,1,3,0,0,0,1,2026-01-29 11:54,,3
1025115455,一心噫噫,kg,1,1,3,0,0,0,1,2026-02-14 19:57,,21
10253649,ss今天吃瑞士卷,kg,1,1,3,0,0,0,1,2025-12-11 13:54,,51
102558941,8巴1,kg,1,1,3,0,0,0,1,2025-12-21 16:54,,3
10256862,_yellowsubmarine,黑名单长期观众,1,1,3,1,0,0,0,,,0
102581590,樱落sakira,黑名单长期观众,1,1,3,1,0,0,0,,,0
1026105571,幸運の風,kg,1,1,3,0,0,0,1,2026-01-01 19:57,,41
102644401,顶碗鼠条,510回旋,1,1,3,0,1,0,0,2022-02-26 19:50,2022-02-26 19:50,0
102650706,LAzYa-a,kg,1,1,3,0,0,0,1,2026-01-30 11:55,,8
102658126,Requiem丶Q,kg,1,1,3,0,0,0,1,2026-01-08 20:50,,57
10265855,Giaapon,kg,1,1,3,0,0,0,1,2025-12-18 22:10,,9
102697245,Un1corNNNNNNN,kg,1,1,3,0,0,0,1,,,0
1026989619,百川水mkii,kg,1,1,3,0,0,0,1,2025-12-16 17:52,,59
10270421,夕辰__,黑名单长期观众,1,1,3,1,0,0,0,,,0
102717339,heilii-,黑名单长期观众,1,1,3,1,0,0,0,,,0
102742067,逝水无痕windy,黑名单长期观众,1,1,3,1,0,0,0,,,0
1027625943,溪掣堰,kg,1,1,3,0,0,0,1,2025-12-18 22:10,,4
1028097581,renqaq___,kg,1,1,3,0,0,0,1,2025-12-09 13:55,,50
10282389,草明Cary,kg,1,1,2,0,0,0,1,2026-01-07 20:51,,18
10283338,Outsider23366,黑名单长期观众,1,1,3,1,0,0,0,,,0
102852429,晓辰月,广义回旋,1,1,3,0,0,1,0,2022-02-04 19:50,2023-03-25 20:50,65
10288569,森雪MoriYuki丶,黑名单长期观众,1,1,3,1,0,0,0,,,0
102896550,潇湘落凡尘,黑名单长期观众,1,1,3,1,0,0,0,,,0
10291339,jellyrain,kg,1,1,3,0,0,0,1,2026-01-07 20:51,,1
10292728,面值二十五元的人民币,黑名单长期观众,1,1,3,1,0,0,0,,,0
10293860,我珂依旧是世_冰c,kg,1,1,3,0,0,0,1,,,0
102973533,晚晚的生姜,黑名单长期观众,1,1,3,1,0,0,0,,,0
10297882,这是你的燚龘,黑名单长期观众,1,1,3,1,0,0,0,,,0
1030175169,爱之回响,黑名单长期观众,1,1,3,1,0,0,0,,,0
10313169,LandolUF,kg,1,1,3,0,0,0,1,,,0
103150403,消失の小凉宫,kg,1,1,3,0,0,0,1,2026-02-03 16:53,,3
103163871,冷酷紫,510回旋,1,1,3,0,1,0,0,2022-04-14 18:42,2022-05-11 19:50,6
10320481,木支江上单,黑名单长期观众,1,1,3,1,0,0,0,,,0
1032237102,残星会卡戎酱,kg,1,1,3,0,0,0,1,,,0
10324095,月夜星空丶墨染青城,kg,1,1,3,0,0,0,1,2026-01-13 11:53,,31
10325491,火星能,黑名单长期观众,1,1,3,1,0,0,0,,,0
103255325,是冬冬子呀,广义回旋,1,1,3,0,0,1,0,2025-04-12 11:57,2025-04-12 11:57,18
103256446,东东西西OVO,黑名单长期观众,1,1,3,1,0,0,0,,,0
10326241,顶晚人,黑名单长期观众,1,1,3,1,0,0,0,,,0
10327892,巳月华,kg,1,1,3,0,0,0,1,2026-02-25 14:23,,8
103280,栗籽茶丶,kg,1,1,3,0,0,0,1,2026-02-22 19:00,,14
103305943,AvaDianaKira0,广义回旋,1,1,3,0,0,1,0,2022-03-25 19:50,2023-05-02 19:50,0
103394963,渊独行,黑名单长期观众,1,1,3,1,0,0,0,,,0
103395228,AKAwitchhunter,kg,1,1,3,0,0,0,1,2026-03-13 11:51,,0
103406280,Saintshere,kg,1,1,3,0,0,0,1,2026-02-11 17:49,,2
1034201127,丹瑾如玉剑如虹,kg,1,1,3,0,0,0,1,2025-12-09 13:55,,39
103450934,安库大魔王,黑名单长期观众,1,1,3,1,0,0,0,,,0
103469919,C1TRUS-_-,kg,1,1,3,0,0,0,1,2025-12-12 08:52,,72
1035041500,知羽落尘,kg,1,1,3,0,0,0,1,2025-12-21 16:54,,11
10350993,梓言梓语丶,kg,1,1,3,0,0,0,1,2025-12-17 17:56,,32
10358583,瑾语诉流年,kg,1,1,3,0,0,0,1,2026-01-03 16:51,,5
10362332,你也曾见过那朵花吗,510回旋,1,1,3,0,1,0,0,2022-04-13 19:49,2022-06-01 21:01,0
10367634,Magic_BuBb1E,kg,1,1,3,0,0,0,1,2025-12-10 14:55,,0
1037557308,李梧桐parasol,510回旋,1,1,3,0,1,0,0,2022-03-25 19:50,2022-05-20 19:45,0
10379409,向晚贴膜王,广义回旋,1,1,3,0,0,1,0,2022-03-18 19:50,2023-03-25 20:50,27
103894277,S是C的miracle,黑名单长期观众,1,1,3,1,0,0,0,,,0
103913531,不再ェ,黑名单长期观众,1,1,3,1,0,0,0,,,0
10397986,゙蓬莱山辉夜,广义回旋,1,1,3,0,0,1,0,2024-06-19 19:22,2024-07-03 20:56,0
104004,吐槽君欲罢不能,kg,1,1,3,0,0,0,1,,,0
10401015,伊角,kg,1,1,3,0,0,0,1,2025-12-09 13:55,,49
10407184,小木曾刹那,广义回旋,1,1,3,0,0,1,0,2022-04-22 19:50,2024-08-17 13:00,0
104115190,现在是零沉啊,kg,1,1,3,0,0,0,1,,,0
1041418664,ソ連極東艦隊旗艦長門,黑名单长期观众,1,1,3,1,0,0,0,,,0
1041559225,昆虫记发,kg,1,1,3,0,0,0,1,2026-02-26 20:53,,0
10416765,杉页さとうきび,kg,1,1,3,0,0,0,1,2025-12-11 13:54,,37
104241344,izumi-iiiiii,kg,1,1,3,0,0,0,1,2026-02-10 11:52,,6
104243907,Sav_Rounds,黑名单长期观众,1,1,3,1,0,0,0,,,0
10426450,123yh,黑名单长期观众,1,1,3,1,0,0,0,,,0
10428877,无机合成维生素,kg,1,1,3,0,0,0,1,,,0
104315001,簌簌天风,黑名单长期观众,1,1,3,1,0,0,0,,,0
104331128,Yuioao,kg,1,1,3,0,0,0,1,2025-12-11 13:54,,59
104346777,x和光同尘x,黑名单长期观众,1,1,3,1,0,0,0,,,0
104354653,不听风声,kg,1,1,3,0,0,0,1,2025-12-11 13:54,,6
10436067,纸质战斗机,黑名单长期观众,1,1,3,1,0,0,0,,,0
104363425,老实憨厚菅牧典,kg,1,1,3,0,0,0,1,2025-12-20 19:50,,0
104371427,一般牛逼的人,kg,1,1,3,0,0,0,1,2026-01-31 13:54,,11
104380613,GwondlinKira,广义回旋,1,1,3,0,0,1,0,2025-05-15 19:25,2025-05-15 19:25,34
104381594,维他柠檬茶-_-,kg,1,1,3,0,0,0,1,2025-12-10 14:55,,34
104384100,鱼缸里看世界,黑名单长期观众,1,1,3,1,0,0,0,,,0
104389626,陪琳度过漫長岁月,黑名单长期观众,1,1,3,1,0,0,0,,,0
104393157,FleetLilac,kg,1,1,3,0,0,0,1,2026-02-28 15:20,,0
104399987,到点了该吃宵夜了,kg,1,1,3,0,0,0,1,2026-01-03 16:51,,29
104402483,relau,黑名单长期观众,1,1,3,1,0,0,0,,,0
104411188,樱花梧桐间,kg,1,1,3,0,0,0,1,2026-01-03 16:51,,53
104416140,起名真烦o_O啊,黑名单长期观众,1,1,3,1,0,0,0,,,0
104417048,柒之月-,kg,1,1,3,0,0,0,1,2026-01-17 19:50,,8
104476690,老年人半城,黑名单长期观众,1,1,3,1,0,0,0,,,0
1044781655,就叫宁作吾,kg,1,1,3,0,0,0,1,2026-02-11 17:49,,1
104520383,风止今天吃饼饼,黑名单长期观众,1,1,3,1,0,0,0,,,0
10453851,夏日の冬影,kg,1,1,3,0,0,0,1,,,0
10463196,永雏斯特子,黑名单长期观众,1,1,3,1,0,0,0,,,0
10465479,大号伊万,510回旋,1,1,3,0,1,0,0,2022-06-01 21:01,2022-06-01 21:01,0
104666532,喜多郁月,510回旋,1,1,3,0,1,0,0,2022-03-26 19:50,2022-05-20 19:45,0
104694695,百事可乐真不行,kg,1,1,3,0,0,0,1,2025-12-12 07:31,,17
1047457189,心心念念是莲华,kg,1,1,3,0,0,0,1,2026-02-07 22:11,,21
104812567,狐橙儿,黑名单长期观众,1,1,3,1,0,0,0,,,0
104815444,叫我萌新丶,kg,1,1,3,0,0,0,1,2026-02-27 11:53,,1
10485,makahiushio,黑名单长期观众,1,1,3,1,0,0,0,,,0
104868876,小陈你给我比个耶,kg,1,1,3,0,0,0,1,2025-12-13 23:55,,25
104932564,枝江娱乐的小拉,黑名单长期观众,1,1,3,1,0,0,0,,,0
104962028,一位路人观众,黑名单长期观众,1,1,3,1,0,0,0,,,0
104968087,向晚晚向,黑名单长期观众,1,1,3,1,0,0,0,,,0
10497056,eternal000,kg,1,1,3,0,0,0,1,2026-02-03 16:53,,3
104972167,芝芝蜜桃i,黑名单长期观众,1,1,3,1,0,0,0,,,0
10499999,Edward-Mass,黑名单长期观众,1,1,3,1,0,0,0,,,0
105007592,残梦丶殇i,510回旋,1,1,3,0,1,0,0,2022-02-26 19:50,2022-04-13 19:49,38
1050283369,爱磕-cp,黑名单长期观众,1,1,3,1,0,0,0,,,0
1050452899,岁与川,黑名单长期观众,1,1,3,1,0,0,0,,,0
105047659,煎饼狗子993,黑名单长期观众,1,1,3,1,0,0,0,,,0
1050617410,午夜江老白,kg,1,1,3,0,0,0,1,2025-12-11 13:54,,22
105068041,枫_X28,kg,1,1,3,0,0,0,1,2025-12-12 08:52,,34
10509046,枫华启运,kg,1,1,2,0,0,0,1,2026-01-22 20:50,,7
105137348,騊陶子,黑名单长期观众,1,1,3,1,0,0,0,,,0
1051594976,蓦然回首131,kg,1,1,3,0,0,0,1,2026-01-13 17:26,,1
105177739,木木火火土,kg,1,1,3,0,0,0,1,2026-01-25 16:53,,10
105207251,调戏雪豹很有意思吗,kg,1,1,3,0,0,0,1,2026-02-13 20:51,,1
105417741,菲特daisuki,kg,1,1,3,0,0,0,1,2026-02-03 16:53,,4
10542110,藍跑藍跑,广义回旋,1,1,3,0,0,1,0,2022-09-22 21:00,2023-05-02 19:50,4
1054230211,观朔夜追星缘,kg,1,1,3,0,0,0,1,2025-12-25 21:02,,3
10545175,罗马军团骑兵,广义回旋,1,1,3,0,0,1,0,2022-05-11 19:50,2023-04-27 20:52,0
105485525,Cxsmz,黑名单长期观众,1,1,3,1,0,0,0,,,0
1055300083,爱弥斯的家人,kg,1,1,3,0,0,0,1,2026-02-15 18:54,,0
105583848,无恼怪兽,黑名单长期观众,1,1,3,1,0,0,0,,,0
105585663,玖苏yuki,kg,1,1,3,0,0,0,1,2026-01-07 11:53,,81
1057274501,尘归灰灰,kg,1,1,3,0,0,0,1,2026-01-17 12:57,,1
10581789,程敏Official,kg,1,1,3,0,0,0,0,2022-03-27 19:50,2023-11-22 20:51,0
1058437784,白井智之,kg,1,1,3,0,0,0,1,2026-01-13 11:53,,34
105927553,留恋是自我的惩罚_,kg,1,1,3,0,0,0,1,,,0
106026318,Came11ya,kg,1,1,3,0,0,0,1,2025-12-30 19:21,,43
106123298,Irsua柚子,kg,1,1,3,0,0,0,1,,,0
106141603,VBb2,广义回旋,1,1,3,0,0,1,0,2022-03-18 19:50,2025-06-06 19:20,0
1061748035,嗯-真是木头,黑名单长期观众,1,1,3,1,0,0,0,,,0
1062164248,哒咩哒咩子,kg,1,1,3,0,0,0,1,2025-12-11 13:54,,2
106223208,-天生爱情狂-,kg,1,1,3,0,0,0,1,2025-12-13 23:55,,10
106223345,Raphael87,kg,1,1,3,0,0,0,1,2026-03-05 20:53,,0
106288352,青蛙啤酒博士,kg,1,1,3,0,0,0,1,2026-02-11 17:49,,2
106305816,归於琳,黑名单长期观众,1,1,3,1,0,0,0,,,0
10631540,新鲜葱肉包,kg,1,1,3,0,0,0,1,2026-02-25 19:50,,0
106355164,混蛋钟是嘉心糖,kg,1,1,3,0,0,0,0,2022-03-10 18:40,2022-08-28 19:50,0
106390134,土天不是小朋友,kg,1,1,3,0,0,0,0,2022-02-04 19:50,2024-09-01 11:00,0
1065487768,晚Rom,黑名单长期观众,1,1,3,1,0,0,0,,,0
106595781,setheading,kg,1,1,3,0,0,0,1,2026-01-29 19:20,,13
106599037,BK0717-秋月行云,黑名单长期观众,1,1,3,1,0,0,0,,,0
106599236,丶祈荒,kg,1,1,3,0,0,0,1,2026-01-18 13:50,,12
106599921,爱果不知道耶,黑名单长期观众,1,1,3,1,0,0,0,,,0
106627834,Dark9577,黑名单长期观众,1,1,3,1,0,0,0,,,0
10667138,香蕉味jio皮,kg,1,1,3,0,0,0,1,2025-12-11 13:54,,7
106736747,Dream_Kiv,kg,1,1,3,0,0,0,1,2026-02-03 16:53,,3
106759479,飞行雪鹿,kg,1,1,3,0,0,0,1,2025-12-09 13:55,,73
106760147,Chris黑莓星,kg,1,1,3,0,0,0,1,,,0
10677459,c九重,kg,1,1,3,0,0,0,0,2022-02-04 19:50,2022-12-11 19:50,0
10678408,CheahSurge,广义回旋,1,1,3,0,0,1,0,2022-06-01 21:01,2023-03-25 20:50,87
106792438,在外漂泊的沧海,黑名单长期观众,1,1,3,1,0,0,0,,,0
106799459,嘻嘻嘻幺,kg,1,1,3,0,0,0,1,,,0
106799812,立华奏-Official,广义回旋,1,1,3,0,0,1,0,2022-03-18 19:50,2025-05-18 19:54,0
1068547114,冬榕遗蜕,黑名单长期观众,1,1,3,1,0,0,0,,,0
106872533,疯流倜傥的墨尘君,kg,1,1,3,0,0,0,1,2025-12-25 21:02,,2
10692025,nephom,kg,1,1,3,0,0,0,1,,,0
106926961,茶叶别摆烂,510回旋,1,1,3,0,1,0,0,2022-03-10 18:40,2022-03-10 18:40,10
1069559927,莫鱼桑,kg,1,1,3,0,0,0,1,2025-12-21 16:54,,12
1069963739,岚夕菱,kg,1,1,3,0,0,0,1,2026-01-10 19:50,,10
10699957,思无遐迩,kg,1,1,3,0,0,0,1,,,0
10700100,蛋卷今天摸什么,kg,1,1,3,0,0,0,1,,,0
10703788,蛮牛入侵,黑名单长期观众,1,1,3,1,0,0,0,,,0
10703997,橄榄蛋挞,kg,1,1,3,0,0,0,1,2026-02-07 14:56,,1
10704360,乂二先生啊,广义回旋,1,1,3,0,0,1,0,2022-03-18 19:50,2022-12-11 19:50,0
10704540,喝水不游泳,黑名单长期观众,1,1,3,1,0,0,0,,,0
10706589,远-涯,黑名单长期观众,1,1,3,1,0,0,0,,,0
10708194,月人乡,kg,1,1,3,0,0,0,1,2025-12-11 13:54,,9
10708228,阿佐德--,kg,1,1,3,0,0,0,1,2026-02-11 17:49,,2
107108950,今天也会梦到嘉然小姐,黑名单长期观众,1,1,3,1,0,0,0,,,0
107121425,日常智力障碍症,广义回旋,1,1,3,0,0,1,0,2022-03-18 19:50,2023-05-19 19:52,0
10713128,一名大nt,kg,1,1,3,0,0,0,1,,,0
1071523205,love爱tv,kg,1,1,3,0,0,0,1,2025-12-21 16:54,,1
1071734306,仇近,kg,1,1,3,0,0,0,1,2025-12-17 17:56,,12
107188584,妄想的melody,广义回旋,1,1,3,0,0,1,0,2024-08-22 19:26,2024-08-22 19:26,0
10721325,述莫,黑名单长期观众,1,1,3,1,0,0,0,,,0
10722620,回手二手航母,510回旋,1,1,3,0,1,0,0,2022-02-04 19:50,2022-05-07 19:50,67
107235077,铁甲I卡布达,kg,1,1,3,0,0,0,1,2025-12-12 08:52,,0
107261543,花Gachi,广义回旋,1,1,3,0,0,1,0,2022-03-18 19:50,2023-03-25 20:50,72
1072760638,灵魂无主123,黑名单长期观众,1,1,3,1,0,0,0,,,0
107301447,本气幽风,kg,1,1,3,0,0,0,1,2026-01-18 13:50,,1
107312631,初墨无痕,黑名单长期观众,1,1,3,1,0,0,0,,,0
107362793,鱼越此深海,kg,1,1,3,0,0,0,1,2026-02-27 11:53,,2
107365123,流北折,黑名单长期观众,1,1,3,1,0,0,0,,,0
10739519,黑夜之虹,kg,1,1,3,0,0,0,1,2026-01-07 20:51,,0
107407670,xghjcryi,kg,1,1,3,0,0,0,1,2026-01-23 20:20,,2
107424212,神方客,kg,1,1,3,0,0,0,1,2025-12-09 13:55,,43
107433234,枝江教育考试院,黑名单长期观众,1,1,3,1,0,0,0,,,0
107497371,paoflulu,黑名单长期观众,1,1,3,1,0,0,0,,,0
107553387,廉貞七殺,kg,1,1,3,0,0,0,1,2026-01-18 13:50,,4
10756441,riceplz,kg,1,1,3,0,0,0,1,2025-12-11 13:54,,19
10757277,紫炎s,kg,1,1,3,0,0,0,1,2026-01-14 17:24,,0
1075940432,bili_61190595598,kg,1,1,3,0,0,0,1,,,0
1076509165,小佐内人间体,kg,1,1,3,0,0,0,1,2026-02-25 14:23,,18
107675592,在原七海Nanananami,黑名单长期观众,1,1,3,1,0,0,0,,,0
107678907,艾莉无树,kg,1,1,3,0,0,0,1,2025-12-09 13:55,,60
107747439,猫儿这个爱音,kg,1,1,3,0,0,0,1,,,0
107760972,达达瓦大方式,kg,1,1,3,0,0,0,1,2026-02-26 20:53,,9
107765311,漓江塔第109位塔主,黑名单长期观众,1,1,3,1,0,0,0,,,0
10776660,B友20211212,510回旋,1,1,3,0,1,0,0,2022-02-26 19:50,2022-05-07 19:50,4
107781975,不要来打扰我的快乐,kg,1,1,3,0,0,0,1,,,0
107811153,CaelumEcho,kg,1,1,3,0,0,0,1,2026-03-01 16:50,,0
107836534,-Shio,kg,1,1,3,0,0,0,1,2026-01-03 16:51,,44
