uid,xml_count,danmu_count
21960471,2,6
25156987,2,6
29290989,2,6
2991415,2,6
31949306,2,6
3264576,2,6
34282821,2,6
35560368,2,6
424541,2,6
4296944,2,6
4323408,2,6
56857456,2,6
584824,2,6
68291230,2,6
759691,2,6
8587508,2,6
864262,2,6
86730283,2,6
9040200,2,6
90445319,2,6
91458699,2,6
94535740,2,6
10094517,2,5
10453390,2,5
11205444,2,5
11358875,2,5
11443128,2,5
13096161,2,5
1849772,2,5
185032,2,5
20127992,2,5
21272979,2,5
2207996,2,5
22389,2,5
22659456,2,5
22940794,2,5
2355072,2,5
28333522,2,5
28672632,2,5
29770239,2,5
335800,2,5
36198547,2,5
38149330,2,5
38199078,2,5
39854599,2,5
40541660,2,5
45459804,2,5
5016081,2,5
530153,2,5
59557757,2,5
72325968,2,5
7507748,2,5
80441783,2,5
8316040,2,5
86868804,2,5
92652504,2,5
93733569,2,5
95668012,2,5
10620433,2,4
10853778,2,4
11463309,2,4
11513460,2,4
11785414,2,4
12032083,2,4
